train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
10,SWDEV-100428,skubra,[Dumps] [0x139_VRF_3_atikmdag!MCIL_InterlockedList?],15:00.0,Closed,P1 (Gating),High,Cannot Reproduce,,,16.5,No,,3075713,Stress,IV,CQE Escape,,Stress,"Description: Issue         :    0x139_VRF_3_atikmdag!MCIL_InterlockedList Resolution :    Likely ATI Issue OS            :     RedStone_14393 Configurations : Host_Name(ASIC) Count HY-IN-D3D2-24 (AI ELLESMERE)(67DF)()(0)(p8h67-m-evo) (UNKNOWN 0 MHz)(8160) 1 HY-IN-D3D2-28 (AI BAFFIN)(67EF)()(0)(rampage-ii-extreme) (Intel(R) Core(TM) i7 CPU 960 @ 3.20GHz 3201 MHz)(4088) 1 HY-IN-IVT5-19 (AI BAFFIN)(67EF)()(0)(z68x-ud3r-b3) (Intel(R) Core(TM) i5-2500 CPU @ 3.30GHz 3601 MHz)(8176) 1 HY-IN-IVT5-41 (AI BAFFIN)(67EF)()(0)(ga-a75m-ud2h) (AMD A4-3300 APU with Radeon(tm) HD Graphics 2500 MHz)(8190) 1 HY-IN-IVT5-42 (AI ELLESMERE)(67DF)()(0)(x79s-up5) (UNKNOWN 0 MHz)(8111) 3 HY-IN-IVT8-46 (AI BAFFIN)(67EF)()(AAE0)(p9x79) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3201 MHz)(8139) 1 Driver Count 16.50-160811n-230356E-ATI 1 16.50-160810n-230356E-ATI 3 16.50-160809n-230356E-ATI 2     Impact           :  Observed AI ELLESMERE, AI BAFFIN asic Observed on :  16.50  Note:Debugging Details are shared in attachment. Dumps: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-41\F2016-08-12-12#04#40#043_2674625.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-42\F2016-08-11-11#55#52#917_2674242.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-19\F2016-08-11-11#45#03#706_155749.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-42\F2016-08-11-13#37#58#147_155749.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-42\F2016-08-10-21#31#00#374_72361.7z \\hydinlogs01\coredmp$\HY-IN-IVT8\HY-IN-IVT8-46\F2016-08-10-16#26#25#932_3075713.7z"
11,SWDEV-100580,skubra,[Dumps] [ 0x139_3_atikmdag!MCIL_InterlockedList],11:00.0,Closed,P2 (Must Solve),High,Cannot Reproduce,,,16.5,No,,2674563,Stress,IV,CQE Escape,,Certificate,"Description: ? Issue         :   0x139_3_atikmdag!MCIL_InterlockedList Resolution :    Likely ATI Issue OS            :     RedStone_64bit_14393 ??Configurations : Host_Name(ASIC) Count HY-IN-IVT1-101 (AI ELLESMERE)(67DF)()(AAF0)(a88x-pro) (AMD A10-7850K Radeon R7, 12 Compute Cores 4C+8G 3700 MHz)(16322) 2 HY-IN-IVT9-101 (AI BAFFIN)(67EF)()(0)(z170m-d3h-cf) (Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz 4001 MHz)(16337) 2 HY-IN-SC01-08 (AI ELLESMERE)(67DF)(AI ELLESMERE)(67DF)(m5a99fx-pro-r2.0) (UNKNOWN 0 MHz)(16284) 1 Driver Count 16.50-160811n-230356E-ATI 1 16.50-160810n-230356E-ATI 2 16.40-160718n-230356E-ATI 1 16.40-160717n-230356E-ATI 1 Impact           :  Observed AI ELLESMERE, AI BAFFIN asic ?Observed on :  16.50, 16.40   Note:Debugging Details are shared in attachment.? Dumps: ??\\hydinlogs01\coredmp$\HY-IN-SC01\HY-IN-SC01-08\F2016-08-12-19#53#38#939_2674280.7z ??\\hydinlogs01\coredmp$\HY-IN-IVT9\HY-IN-IVT9-101\F2016-08-12-19#53#21#854_2674563.7z ??\\hydinlogs01\coredmp$\HY-IN-IVT9\HY-IN-IVT9-101\F2016-08-12-09#46#23#736_2674563.7z ??\\hydinlogs01\coredmp$\HY-IN-IVT1\HY-IN-IVT1-101\F2016-07-19-09#04#52#712_155699.7z"
12,SWDEV-100626,rnayak,[IV][Win7_64/Redstone_64]20 % - 90% Performance drop observed with few subtest of PCMARK8 Over KAVERi and BEEMA,18:00.0,Closed,P1 (Gating),Critical,Workaround,Aug 16 2016 4:54PM,16.5,16.5,No,651965,155697,Base Graphics Driver Triage,IV,CQE Escape,,,"System Configuration for Win7_64_64bit ----------------------------------------------------------------- Chipset     : f2a88xm-d3h CPU         : AMD A10-7850K Radeon R7, 12 Compute Cores 4C+8G RAM         : 16 GB GPU         : FUSION KAVERI SPECTRE DID         : 130F Machine : HY-IN-IVT1-11 OS Image used: Win7 64 Bit,K TACC Image (\\hydindrvcache01\images$\W764K.GHO) Driver: 16.50-160815n-230356E-ATI (\\hydincbt03\BUILD\1608151900\image\16.50\16.50_BR230356) System Configuration for Redstone_64_64bit ----------------------------------------------------------------- Chipset     : ballina CPU         : AMD A6 pro-7050B Radeon RA, 5 Compute Cores 2C+3G 2.20 Ghz RAM         : 8 GB GPU         : FUSION KAVERI SPOOKY DID         : 130B Machine : HY-IN-IVT1-30 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.50-160815n-230356E-ATI (\\hydincbt03\BUILD\1608151900\image\16.50\16.50_BR230356) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.50-160815n-230356E-ATI (Full Build) - Install PCMARK8 through TACC(Test set: BV_Inst_PCM8_419) or manual (\\hydingfs\COMMON\3D\Benchmarks\PCMark08\PCMark8-v2.7.613) - Run PCMARK8 thru TACC or Manual (creative 3.0 - video group chat_encoding, video to go part1 and 2 ) While running PCM8 select HW acceleration as dGPU. Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Score drop observed during execution Win7 Score ---------------                                   8/11                 8/15                                   ------               ------ Video group chat         33                   44 Video to go 1            39.7                85.3 Video to go 2            38.8               124.9       Redstone Score ----------------------                                   8/11                 8/15                                   ------               ------ Video group chat         84                   98 Video to go 1            38.1                54.1 Video to go 2            45.4               99.7                                                  Regression Details: -------------------  Driver: -------  16.50-160815n-230356E-ATI-FAIL 16.50-160811n-230356E-ATI-PASS   APUs ------- FUSION KAVERI SPECTRE (130F), FUSION SPOOKY(130B) and FUSION BEEMA(9851) OS -- Observed in Redstone 64 bit and Win7_64 bit   ?Triaging ------------ Triaged to KMD component   Swapping atikmdag.sys file from PASS build 16.50-160811n-230356E-ATI to FAIL build 16.50-160815n-230356E-ATI doesn’t reproduce the issue ?"
13,SWDEV-100717,vmahalak,Few component information missing in software tab of CN across Win7 OS,29:00.0,Closed,P2 (Must Solve),Medium,Rejected - Duplicate,,,16.4,No,172597,154118,Radeon Settings,IV,CQE Escape,,Sanity,"ASIC            : CI Bonaire CF ( 665C) OS               : Win7-64 OS ( Os build # 7601) Driver          :  \\hydincbt03\BUILD\1608162105\image\16.40\16.40_BR305072? Steps to Repro : 1. Boot into the required setup 2. Install the driver from above path 3. On driver installation reboot the system and launch CN-> software settings to notice the issue   Expected Result : All component information must be listed in software tab of CN ??Actual Result: Few component information is missing in software tab of CN Observations: ??Observing this issue across all ASICS on both win7-32 and 64 bit OS. Noticed that on : Win7-64 - Provider information is missing Win7-32 - Provider, OCL is missing Attached screen shot for the same.   Regression: ?????? 16.40-160812n-305072E-ATI  --> Fail 16.40-160810n-305072E-ATI?  --> Pass ?System Configuration : ? CPU                :  AMD Phenom(tm) II X6 1090T Processor? Sys Mem         :  8190 ASIC                : CI Bonaire CF ( 665C) ?Chipset            : ga-890fxa-ud5? OS                   : Win7-64 OS ( \\hydindrvcache01\Images\W764K.GHO )"
14,SWDEV-100736,rnayak,[IV][Redstone_64]Soft hang observed observed with PCMARK8(work2.0 - Spreadsheet) subtest on FIJI GEMINI,13:00.0,Closed,Undefined,High,Rejected - Duplicate,,,16.4,No,,155699,Base Graphics Driver Triage,IV,CQE Escape,,,"System Configuration for Win7_64_64bit ----------------------------------------------------------------- Chipset     : x99-ud4p-cf CPU         : Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz RAM         : 16 GB GPU         : FIJI GEMINI DID         : 7300 Machine : HY-IN-IVT9-29 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.40-160816n-305072E-ATI (\\hydincbt03\BUILD\1608162105\image\16.40\16.40_BR305072) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.40-160816n-305072E-ATI (Full Build) - Install PCMARK8 through TACC(Test set: BV_Inst_PCM8_419) or manual (\\hydingfs\COMMON\3D\Benchmarks\PCMark08\PCMark8-v2.7.613) - Run PCMARK8 thru TACC or Manual (work2.0 - Spreadsheet ) Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Soft hang observed observed during execution Regression Details: -------------------  Driver: -------  16.40-160816n-305072E-ATI 16.40-160810n-305072E-ATI   ASIC ---- FIJI GEMINI OS -- Observed in Redstone 64 bit    ??"
15,SWDEV-100785,vmahalak,Driver installation stalls at installing AMD install manager across redstone 64 bit OS,23:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 18 2016 12:49PM,16.4,16.4,No,172597,3075177,Windows Install,IV,CQE Escape,,Sanity,ASIC            : AI ELLESMERE XT? ( 67DF) OS               :  Redstone 64 bit OS ( version 14393) Driver          : \\hydincbt03\BUILD\1608172105\image\16.40\16.40_BR305072? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Try installing driver from above path and notice the issue   Expected Result : Driver should install without stalling at any point ??Actual Result: Driver installation stalls at AMD install manager and doesn't go further and driver fails to install with full build. Attached the screen shot for the same Observations: Observed that the driver stalls at AMD install manager and doesn't proceed further. No issue observed during inf installation and issue is noticed only with full build. Issue is observed across all configurations over redstone 64 bit OS. No issue observed on Win7 (32/64 bit ) and redstone 32 bit OS. Regression: ?16.40-160817n-305072E-ATI???? --> Fail 16.40-160816n-305072E-ATI --> Pass 16.40-160817n-305072E-ATI  + Redstone x64 Bit + Hawaii Pro_CF + AMD 990FX  --> Fails 16.40-160817n-305072E-ATI  + Redstone x64 Bit + Intel Skylake + Ellesmere CHIPDOWN PRO --> Fails 16.40-160817n-305072E-ATI  + Redstone x64 Bit + Intel Haswell + Topaz XT--> Fails System Configuration : CPU                : Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz? Sys Mem         : 4GB ASIC                : AI ELLESMERE XT ( 67DF) ?Chipset            : p9x79? OS                   :  Redstone-64 (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO )  
16,SWDEV-100786,vmahalak,Driver installation stalls at installing AMD install manager across Win7 and redstone OS,25:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 18 2016 12:48PM,16.5,16.5,No,651965,3075177,Windows Install,IV,CQE Escape,,Sanity,ASIC            : AI ELLESMERE XT? ( 67DF) OS               :  Redstone 64 bit OS ( version 14393) Driver          : \\hydincbt03\BUILD\1608171900\image\16.50\16.50_BR230356? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Try installing driver from above path and notice the issue   Expected Result : Driver should install without stalling at any point ??Actual Result: Driver installation stalls at AMD install manager and doesn't go further and driver fails to install with full build. Attached the screen shot for the same Observations: Observed that the driver stalls at AMD install manager and doesn't proceed further. Issue is observed with only Win7-64 bit and redstone 64 bit OS. Not observed with Win7-32 and Redstone 32 bit OS Issue also observed with INF install Regression: ?16.50-160817n-230356E-ATI???? --> Fail 16.50-160816n-230356E-ATI --> Pass   System Configuration : CPU                : Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz? Sys Mem         : 4GB ASIC                : AI ELLESMERE XT ( 67DF) ?Chipset            : p9x79? OS                   :  Redstone-64 (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO )  
17,SWDEV-100830,vmahalak,Driver re-installation doesnt happen on Win7-64 OS,53:00.0,Closed,P1 (Gating),High,Fixed,Aug 18 2016 12:50PM,16.4,16.4,No,172597,3075177,Windows Install,IV,CQE Escape,,Sanity,"ASIC            : CI Bonaire ( 665C) OS               : Win7-64 OS ( OS build# 7601) Driver          : \\hydincbt03\BUILD\1608172105\image\16.40\16.40_BR305072? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver from above path  3. Uninstall the driver and reboot the machine. 4. Re-install the driver again to notice the issue   Expected Result : ???Driver installation shoudln't stall during re-installation ??Actual Result: Driver re-installation halts at AMD install manager and doesnt proceed further Attached screen shot for the same. Observations: Driver installs fine on Win7-64 OS without any issue for the first time and after uninstallation driver if we are doing re-installation of driver. The driver installation halts at AMD install manager and doesnt proceed further. The issue is observed across all configurations on Win7-64 OS. No issue obseverd across Win7-32 OS, Redstone-32 OS. Across Redstone 64 OS there is  an issue SWDEV-100785 Regression: ?16.40-160817n-305072E-ATI???? --> Fail 16.40-160816n-305072E-ATI --> Pass System Configuration : CPU                :  AMD Phenom(tm) II X6 1090T Processor?? Sys Mem         :  8GB ASIC                :  CI Bonaire CF ( 665C) ?Chipset            : ga-890fxa-ud5? OS                   :  Win7-64 OS  "
18,SWDEV-100895,rnayak,[IV][Redstone_64] Default settings are not reflected for all Open CL Benchmarks(DGPU/CPU options are not listed in Open CL bench marks ),56:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 21 2016 12:57PM,16.5,16.5,No,651965,468366,Windows Install,IV,CQE Escape,,Performance,"System Configuration for Redstone_64bit ----------------------------------------------------------------- Chipset     : z170m-d3h-cf CPU         : Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz RAM         : 16 GB GPU         : AI BAFFIN DID         : 67EF Machine : HY-IN-IVT1-109 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.50-160818n-230356E-ATI (\\hydincbt03\BUILD\1608181900\image\16.50\16.50_BR230356) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.50-160818n-230356E-ATI (Full Build) - Install PCMARK8 through TACC(Test set: BV_Inst_PCM8_419) or manual (\\hydingfs\COMMON\3D\Benchmarks\PCMark08\PCMark8-v2.7.613) - Run PCMARK8 thru TACC or Manual, select HW acceleration like opencl 1.1 device and 1.2 device.  - Run basemark cl manually or thru TACC (Test set: Run_BasemarkCL_W ) Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- dGPU rendering is not happening on OCL benchmarks Regression Details: -------------------  Driver: -------  16.50-160818n-230356E-ATI - FAIL 16.50-160816n-230356E-ATI - PASS ASIC ---- PI FIJI , VI HAWAII, CI SARTUN, CI OLAND, AI BAFFIN, CI BONAIRE, SI CAPE VERDE, FUSION CARRIZO, FUSION STONEY, SI TAHITI,  OS -- Observed in Redstone 64 bit "
19,SWDEV-100913,vloya,Driver uninstallation fails to uninstall Radeon settings across Win7 and Redstone OS,50:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 21 2016 12:10PM,,16.5,No,651965,Freeplay,Windows Install,IV,CQE Escape,,,"Issue: Driver uninstallation fails to uninstall Radeon settings across Win7 and Redstone OS ?System Details: ??CPU    Intel(R) Core(TM) i7 CPU         870  @ 2.93GHz RAM     8GB OS    RS 64Bit ASIC    AI BAFFIN(67EF) Chipset    p7p55d Buildpath    \\hydincbt03\build\1608181900\image\16.50\16.50_BR230356? ?Steps to Reproduce: ?1)Set up the above Configuration and install the driver from the above mentioned path. ?2) Try to uninstall the driver from Program & features ?3)Observe for the issue. Expected Results: ?Un-installation should be fine with out any errors. ?Actual Results: ?Driver un-installation is partially done. (Refer the attachment) Also ""AMD Radeon Setting"" failure is observed in the result log. (Refer another attachment) ?Regression Info: ?1608181900--> FAIL ?1608171900--> Could not check because of SWDEV-100786 ?1608161900--> PASS ?Issue observed on all ASICs and platforms Issue observed with Win7 and Redstone OS ? ?"
20,SWDEV-100918,rnayak,"[IV][Redstone_64] BSOD observed during execution elementaldemo 1080p on PI FIJI, AI BAFFIN (DT) and VI HAWAII (km:av_atikmdag!kdvidadapter::setvidpnsourceaddressworker)",53:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 19 2016 12:20PM,16.5,16.4,No,172597,2674563,KMD-Triage,IV,CQE Escape,,,"System Configuration for Redstone_64bit ----------------------------------------------------------------- Chipset     : p9x79 CPU         : Intel(R) Core(TM) i7-3930k CPU @ 3.20GHz RAM         : 8 GB GPU         : PI FIJI DID         : 67B1 Machine : HY-IN-IVT9-27 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.40-160818n-305072E-ATI (\\hydincbt03\BUILD\1608182105\image\16.40\16.40_BR305072) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.40-160818n-305072E-ATI (Full Build) - Install Elementaldemo 4.10.1 thru TACC (Test set: IV_Inst_Elemental) or manual (\\hydingfs\TACC\sajesh\ElementalDemo_4.10.1) - Install MSVisual++ thru TACC (Test set: TA_Inst_MS_RTVC2015) or manual (\\hydingfs\BV\Shared\Sajesh\mc visuall c++ 2015) - Run Elemental demo thru TACC (Test set: IV_Perf_ED_1080p) or manual Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- BSOD observed during execution Regression Details: -------------------  Driver: -------  16.40-160818n-305072E-ATI - FAIL 16.40-160816n-305072E-ATI - PASS ASIC ---- PI FIJI , VI HAWAII, AI BAFFIN, FUSION STONEY and FUSION CARRIZO OS -- Observed in Redstone 64 bit  Dump path ---------- ""\\hydinlogs01\coredmp$\HY-IN-IVT9\HY-IN-IVT9-41\F2016-08-19-15#03#04#030_2674563.7z"" ""\\hydinlogs01\coredmp$\HY-IN-IVT9\HY-IN-IVT9-30\F2016-08-19-15#49#14#001_2674563.7z"" Bucket ID - km:av_atikmdag!kdvidadapter::setvidpnsourceaddressworker   ?"
21,SWDEV-101040,rnayak,[IV][Win7_64/Redstone_64] 10% - 90% score drop observed during execute gpu caps viewer test across all ASICs,11:00.0,Closed,P1 (Gating),Critical,Rejected - Unable to Reproduce,,,16.5,No,,146418,OpenGL Triage,IV,CQE Escape,,,"System Configuration for Win7_64bit ----------------------------------------------------------------- Chipset     : f2a88xm-d3h CPU         : AMD A10-7850K Radeon R7, 12 Compute Cores 4C+8G RAM         : 16 GB GPU         : FUSION KAVERI SPECTRE DID         : 130F Machine : HY-IN-IVT1-11 OS Image used: Win7 64 Bit,K TACC Image (\\hydindrvcache01\images$\W764K.GHO) Driver: 16.50-160821n-230356E-ATI (\\hydincbt03\BUILD\1608211900\image\16.50\16.50_BR230356) System Configuration for Redstone_64bit ----------------------------------------------------------------- Chipset     : z87-pro3 CPU         : Intel(R) core(Tm)i7-4770 CPU@3.40GHz RAM         : 16 GB GPU         : VI HAWAII DID         : 67B0 Machine : HY-IN-IVT1-102 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.50-160821n-230356E-ATI (\\hydincbt03\BUILD\1608211900\image\16.50\16.50_BR230356) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.50-160821n-230356E-ATI (Full Build) - Install prerequisites like (Test set: NPI_Inst_ActivePerl), (Test set: NPI_Install_Python). (Test set: IV_3D_Setup_High) - Run GPU CAPS VIEWER thru TACC (Test set: NPI_GFX_GPUCapsView) or manual Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Score drop observed during execution                                Regression Details: -------------------  Driver: ---------  16.50-160821n-230356E-ATI - FAIL 16.50-160816n-230356E-ATI - PASS ASIC ------- PI FIJI , VI HAWAII, AI BAFFIN,FUSION CARRIZO, FUSION KAVERI, FUSION BEEMA, CI OLAND, SI PITCAIRN OS ------ Observed in Redstone 64 bit and Win7_64 bit Triaging ------------ Triaged to OGL component   Swapping atio6axx.dll and atioglxx.dll  files from PASS build 16.50-160816n-230356E-ATI to FAIL build 16.50-160821n-230356E-ATI doesn’t reproduce the issue NOTE ----- Scores are updated in attached sheet. As 17th Driver installation issue and 18th driver default setting issue in application is there, so i took 16th driver ."
22,SWDEV-101211,skubra,[Dumps][AV_atikmdag!InterruptManager],49:00.0,Closed,P4 (No Impact/Notify),High,Cannot Reproduce,,,16.5,No,,155699,Stress,IV,CQE Escape,,Certificate,"Description: Issue         :    AV_atikmdag!InterruptManager Resolution :    Likely ATI Issue OS            :     Win10_RTM & Redstone_14393 with 16.50 & 16.40 resp. Configurations : Host_Name(ASIC) Count HY-IN-IVT9-40 (AI BAFFIN)(67EF)()(0)(a88xm-e35--ms-7721-) (UNKNOWN 0 MHz)(8150) 1 HY-IN-SC01-02 (PI FIJI)(7300)()(0)(p8z68-v-pro) (UNKNOWN 0 MHz)(8169) 6 HY-IN-SC01-08 (AI ELLESMERE)(67DF)(AI ELLESMERE)(67DF)(m5a99fx-pro-r2.0) (UNKNOWN 0 MHz)(16284) 1 HY-IN-SC01-266 (CI SUN)(6665)(FUSION STONEY)(98E4)(gardenia-st) (AMD FX(tm)-4100 Quad-Core Processor 3600 MHz)(7653) 1 HY-IN-SC01-267 (PI FIJI)(7300)(PI FIJI)(7300)(ga-990fxa-ud5) (AMD FX(tm)-4100 Quad-Core Processor 3600 MHz)(8174) 1 Driver Count 16.50-160816n-230356E-ATI 3 16.40-160816n-305072E-ATI 1 16.40-160713n-230356E-ATI 3   Impact           :  Observed AI BAFFIN, AI ELLESMERE, PI FIJI, CI SUN  asic Observed on :  16.50 & 16.40  Note: Debugging Details are shared in attachment. Dumps: \\hydinlogs01\coredmp$\HY-IN-SC01\HY-IN-SC01-02\F2016-08-23-12#32#09#919_2673677.7z \\hydinlogs01\coredmp$\HY-IN-SC01\HY-IN-SC01-02\F2016-08-23-11#51#04#909_468288.7z \\hydinlogs01\coredmp$\HY-IN-SC01\HY-IN-SC01-02\F2016-08-23-11#47#17#854_137870.7z \\hydinlogs01\coredmp$\HY-IN-IVT9\HY-IN-IVT9-40\F2016-08-17-12#07#38#859_155699.7z"
23,SWDEV-101238,vmahalak,Linux Pro build for latest release(16.40-OSDB#324716) failed,34:00.0,Closed,P1 (Gating),Critical,Done,Aug 24 2016 7:58PM,16.4,16.4,No,172597,0,Install,IV,CQE Escape,,Sanity,  Build path : http://osibuilds/#/job/324716   Regression : LINUX_PRO-1608232100 --> Fail ??LINUX_PRO-1608222100  --> Pass
24,SWDEV-101240,vmahalak,Linux Pro build for latest mainline(16.50-OSDB#324677) failed,42:00.0,Closed,P1 (Gating),Critical,Fixed,Aug 24 2016 10:52AM,16.5,16.5,No,651965,0,App Profile Utility (Not APL),IV,CQE Escape,,Sanity,Build path : http://osibuilds/#/job/324677   ??Regression: ????LINUX_PRO-1608231900  --> Fail ?? LINUX_PRO-1608221900 --> Pass
25,SWDEV-101242,rnayak,"[IV][Win7_64/Redstone_64]20% - 30% Performance drop observed with Video group chat encoding subtest of PCMARK8 Over KAVERi,BEEMA and CARRIZO",12:00.0,Closed,P1 (Gating),Critical,Rejected - Will Not Fix,,,16.5,No,,2674663,Radeon Compute Triage_OpenCL,IV,CQE Escape,,,"System Configuration for Win7_64_64bit ----------------------------------------------------------------- Chipset     : 80af CPU         : AMD A10-8700P Radeon R6, 10 Compute Cores 4C+6G RAM         : 8 GB GPU         : FUSION CARRIZO DID         : 9874 Machine : HY-IN-IVT1-117 OS Image used: Win7 64 Bit,K TACC Image (\\hydindrvcache01\images$\W764K.GHO) Driver: 16.50-160823n-230356E-ATI (\\hydincbt03\BUILD\1608231900\image\16.50\16.50_BR230356) System Configuration for Redstone_64_64bit ----------------------------------------------------------------- Chipset     : ballina CPU         : AMD A6 pro-7050B Radeon RA, 5 Compute Cores 2C+3G 2.20 Ghz RAM         : 8 GB GPU         : FUSION KAVERI SPOOKY DID         : 130B Machine : HY-IN-IVT1-30 OS Image used: Redstone 64 Bit,RS393-Win10RedStone-64 TACC Image (\\hydindrvcache01\images$\RS393-EEAP-Win10RedStone-64.GHO) Driver: 16.50-160823n-230356E-ATI (\\hydincbt03\BUILD\1608231900\image\16.50\16.50_BR230356) Steps to Reproduce ------------------------ - Set up the system similar to the above configuration - Install the driver 16.50-160823n-230356E-ATI (Full Build) - Install PCMARK8 through TACC(Test set: BV_Inst_PCM8_419) or manual (\\hydingfs\COMMON\3D\Benchmarks\PCMark08\PCMark8-v2.7.613) - Run PCMARK8 thru TACC or Manual (creative 2.0 - video group chat_encoding) While running PCM8 select HW acceleration as dGPU. Expected Result: -----------------  Test should complete without any issues Actual Result: --------------- Score drop observed during execution Win7 Score ---------------                                   8/22                 8/23                                    ------               ------ Video group chat          49                   66 Redstone Score -----------------                                   8/22                 8/23                                    ------               ------ Video group chat         84                   120                 Regression Details: -------------------  Driver: -------  16.50-160823n-230356E-ATI-FAIL 16.50-160822n-230356E-ATI-PASS   APUs ------- FUSION KAVERI SPECTRE, FUSION SPOOKY, FUSION BEEMA and FUSION CARRIZO OS -- Observed in Redstone 64 bit and Win7_64 bit   ?Triaging ------------ Triaged to OCL component   Swapping OCL files from PASS build 16.50-160822n-230356E-ATI to FAIL build 16.50-160823n-230356E-ATI doesn’t reproduce the issue ?"
26,SWDEV-101253,vloya,Driver installation failed on Broadwell(A+I) laptops,43:00.0,Closed,P2 (Must Solve),Critical,Fixed,Aug 31 2016 10:23AM,16.5,16.5,No,651965,Freeplay,KMD-Triage,IV,CQE Escape,,,Issue: No AMD driver found on Broadwell laptops even after complete set up run. System details: CPU    Intel(R) Core(TM) i3-5010U CPU @ 2.10GHz ASIC    BROADWELL + VI TOPAZ(laptop) OS       RS64Bit Intel Driver    4474 (\\hydingfs\COMMON\Intel_IPO\Skylake\4474) AMD Driver    16.50_1608231900 (\\hydincbt03\BUILD\1608231900\image\16.50\16.50_BR230356) Steps to Repro: 1) Set up the above configuration 2) INstall the drivers from the above mentioned path 3) Restart after the driver installation. 4) Check for the AMD drivers and observe the issue. Expected Result: Driver installation shoul be fine without any issues. Acual Result: No AMD driver found when trying to launch CN from the desktop Regression INfo: 1608211900 -->FAIL 1608221900 -->FAIL 1608161900 -->PASS ?Issue observed on Intel Broadwell (Laptop) + Vensu Xtx (6820) + RSx64 ? Issue not on Broadwell reference platform+VI Amethyst+RS64 Bit Issue observed with INF installation as well. Yellow bank observed for the display adapter in device manager after INF install.
27,SWDEV-101254,vloya,AMD installer retains in the list of program & features even after the driver uninstallation,08:00.0,Closed,P2 (Must Solve),Medium,Fixed,Sep 9 2016 6:45AM,,16.5,No,651965,Freeplay,Windows Install,IV,CQE Escape,,,Issue: AMD installer retains in the list of program & features even after the driver uninstallation System details: CPU    Intel Core i7 @2.80GHz OS    RS64Bit ASIC    TONGA (6939) RAM    8GB Build    \\hydincbt03\BUILD\1608231900\image\16.50\16.50_BR230356 Steps To reproduce: 1) Set up the above Configuration 2) INstall the build from the above mentioned path 3)Restart after the install and check for the presence of AMD driver in the control panel(Prograom & Feature) list 4)AMD installer is present in the list. 5)Select this to uninstall the driver. 6) Uninstallation can also be done using the set up run from the driver located path 7) Reboot after driver uninstallation. 8) Observe the issue. Expected Result: AMD installer should be removed from the list of programs in the Control panel after uninstallation Actual Results: AMD installer retains in the list of Program & Features even after uninstallation. Note: No driver observed in the device manager or right click desktop Issue observed across all the ASIC families.    
